PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,DailyDate
kJNwA,2r2b1r/pp2kppp/1q2pn2/3pNbB1/Q2P4/1PN1P3/P3KPPP/5B1R b - - 2 14,c8c3 a4d7,1700,108,76,273,mate mateIn1 middlegame oneMove pin,https://lichess.org/GCrsmfVk/black#28,Slav_Defense Slav_Defense_Exchange_Variation,
kJONk,2k4r/1p3pp1/p1q1pnp1/3n4/1P1P4/2N1PBP1/P1Q3K1/R2R4 w - - 7 23,a1c1 d5e3 g2f2 f6g4 f3g4 e3c2,2367,92,86,207,crushing fork long middlegame,https://lichess.org/VTYvkahR#45,,
kJSFk,8/1R2Rpp1/p5kp/1p2P3/2q2p1P/5BK1/5P2/8 w - - 0 45,g3g4 h6h5 g4h3 c4f1 f3g2 f1f2 b7b6 f2b6,2359,103,89,271,crushing endgame veryLong,https://lichess.org/tO8lUTwI#89,,
kJcrE,8/kp5P/3p2Q1/p1p1p3/P1P5/2PK4/7q/8 b - - 13 43,h2h3 d3e4 h3h1 e4f5,1529,77,90,581,crushing defensiveMove endgame queenEndgame short,https://lichess.org/uOCrbgq0/black#86,,
kJqqN,rn2qr1k/pbp3p1/1p2p1P1/5p2/3P4/2N4Q/PPP2PP1/2KR4 b - - 1 18,h8g8 h3h7,726,89,90,122,mate mateIn1 middlegame oneMove,https://lichess.org/d0wozUO3/black#36,Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation,
kKKp8,6k1/pp5p/7p/5P2/1P1P4/7q/PB3R2/1R3K2 w - - 13 40,f1e1 h3e3 f2e2 e3g1 e1d2 g1b1,2222,77,96,1478,advantage endgame exposedKing long skewer,https://lichess.org/GG9cm9tD#79,,
kKaNo,3r1bk1/ppp2p1p/2n2N2/5Q2/8/6PP/PqPr1P1K/R4R2 b - - 3 21,g8g7 f5g5 g7h8 g5g8,1650,76,94,1108,mate mateIn2 middlegame short,https://lichess.org/qU89EJ1P/black#42,,
kKity,8/8/R5pp/2b2pk1/2B4P/1P3r2/P7/4K3 b - - 0 41,g5h5 c4e2 c5b4 e1d1 h5h4 e2f3,986,77,97,883,crushing endgame long pin,https://lichess.org/3YeJU8Ug/black#82,,
kLdsi,1r5k/p1pq1p1p/2pb1p1r/3p1b2/3P4/2N1P1P1/PP1QBP1P/R4R1K w - - 1 17,a2a3 f5e4 c3e4 d7h3,1764,75,92,2619,clearance crushing middlegame sacrifice short,https://lichess.org/ZbWENKws#33,Queens_Gambit_Declined Queens_Gambit_Declined_Baltic_Defense,
kNOe4,2R2b1r/1p2kppp/1q2p3/8/1B6/3Q1N2/4KPPP/8 b - - 0 25,b6b4 d3d8,1030,79,72,182,endgame mate mateIn1 oneMove,https://lichess.org/KRb02Lyi/black#50,,
kNbZi,6k1/5p2/7p/4Q1p1/3p2P1/5B1K/5qP1/8 w - - 1 48,e5e4 f2h4,962,79,90,260,endgame master mate mateIn1 oneMove,https://lichess.org/unK4eqJB#95,,
kNck8,4r3/3k4/pP3r2/2N1R3/8/8/2P3P1/6K1 b - - 2 35,d7d6 e5e8 d6c5 b6b7,1367,79,92,4978,advancedPawn crushing endgame short,https://lichess.org/LUiCPZTo/black#70,,
kOaPe,2r1b1k1/1p4b1/pq1pR1p1/7p/P1P5/1P4PP/5rB1/B2QR1K1 w - - 0 25,d1d6 f2g2 g1g2 e8c6,1910,76,92,193,advantage attraction discoveredCheck doubleCheck kingsideAttack master middlegame sacrifice short,https://lichess.org/BIg1FGcQ#49,,
kOk3E,4b3/7k/1p2N1pp/p1pPpp2/P1P5/1P3P1P/7K/8 b - - 1 38,e8d7 e6f8 h7g7 f8d7,653,114,100,193,crushing endgame fork short,https://lichess.org/PbNyuI3b/black#76,,
kP78I,6r1/1Qbk1p1p/p7/P3n3/4P1p1/2P4q/3r1P1P/1RBB1R1K w - - 1 25,c1d2 h3f1,2288,82,80,741,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/t4GmEeZF#49,,
kPgrm,rnb2rk1/pp3ppp/5q2/2p5/3P4/4PNP1/P2Q1PBP/R3K2R w KQ - 0 13,d4c5 f6a1 e1e2 a1f6,1526,75,84,205,advantage hangingPiece middlegame short,https://lichess.org/q6I8HgH6#25,English_Opening English_Opening_Kings_English_Variation,
kPiX6,3r3k/p1q2ppB/1p2p3/8/7Q/4PP2/P2r1PKP/R7 b - - 3 24,c7c3 h7d3 h8g8 h4d8,2095,79,86,518,discoveredAttack discoveredCheck endgame interference mate mateIn2 short,https://lichess.org/nZhAoRcn/black#48,,
kQSuY,6k1/p3qpp1/1pp4p/8/1PR1P3/P3QP2/1B4PP/3r2K1 w - - 1 26,g1f2 e7h4 g2g3 h4h2,973,78,97,224,endgame mate mateIn2 short,https://lichess.org/lAUVMqnV#51,,
kQpf1,r1bq2k1/p1p2ppn/2p4p/4r3/3B4/3B3P/PPP2PP1/RN1Q2K1 b - - 0 15,d8d4 d3h7 g8h7 d1d4,737,87,95,256,advantage discoveredAttack kingsideAttack middlegame short,https://lichess.org/nmMCfXkV/black#30,Scotch_Game Scotch_Game_Classical_Variation,
kR6cm,r3r1k1/1p1bppb1/p3N1pp/q2P4/4Q1P1/1P2B2P/1P3P2/3RR1K1 b - - 2 23,f7e6 e4g6 e8f8 e3h6,2091,79,91,1795,crushing master middlegame pin short,https://lichess.org/2FYAdcHV/black#46,,
kRYGV,8/2R5/p7/1p4P1/8/r7/1k5K/8 b - - 0 44,a3c3 c7c3 b2c3 g5g6 b5b4 g6g7 b4b3 g7g8q,757,81,100,310,advancedPawn crushing endgame promotion rookEndgame veryLong,https://lichess.org/BPfheRnC/black#88,,
kSK3o,5k2/pQ4pp/n4p2/4pq2/8/P3PP2/1P1r1B1P/2R4K b - - 0 34,a6c5 c1c5 d2d1 f2g1,2254,76,93,5341,crushing defensiveMove endgame hangingPiece master short,https://lichess.org/81CnbOSZ/black#68,,
kSUjS,8/pk5p/2p3p1/4bp2/8/2PK3P/PP1N2P1/8 b - - 0 31,b7b6 d2c4 b6c5 c4e5,608,88,100,424,advantage endgame fork short,https://lichess.org/Bt0l9qdl/black#62,,
kSfFN,8/7p/1p1p2pQ/1Pqr4/6Pk/8/8/5R1K b - - 12 49,h4g4 f1f4 g4g3 h6h4,1815,80,89,103,endgame mate mateIn2 short,https://lichess.org/H2nnfjR3/black#98,,
kTW0b,r1b1k2r/1p2nppp/4p3/pP2P3/P2q1P2/8/2QNKbPP/R1B2B1R w kq - 0 16,c1b2 d4e3 e2d1 e3e1,780,86,96,1738,mate mateIn2 middlegame short,https://lichess.org/6EgTqdrC#31,French_Defense French_Defense_Advance_Variation,
kTznE,r1bqk1r1/5pB1/p2bp3/3p2P1/8/2NQ4/PPP2P2/R3K1R1 w Qq - 1 22,g7f6 d8f6 g5f6 g8g1,1524,74,84,216,advantage middlegame short,https://lichess.org/SqWvH8wv#43,,
kU8YU,8/2R3p1/3PRp2/6k1/4K3/4P3/3rn3/8 w - - 0 45,d6d7 g5g4 e6f6 g7f6 d7d8q e2g3,2396,77,93,2309,endgame long mate mateIn3,https://lichess.org/OlcCeSyY#89,,
kUsFb,rnb1k2r/1p3ppp/p3p3/2bn4/8/2N2N2/PqPBQPPP/1R2KB1R b Kkq - 1 11,b2c2 b1c1 d5c3 c1c2 c3e2 c2c5,2171,77,92,4504,advantage long opening,https://lichess.org/LVZY7IS7/black#22,Sicilian_Defense Sicilian_Defense_French_Variation,
kVTAF,8/8/5k2/3Bp3/5pp1/4K3/8/8 w - - 0 44,e3f2 f6f5 d5c6 e5e4 c6d7 f5g5,1998,76,94,9906,bishopEndgame crushing defensiveMove endgame long quietMove,https://lichess.org/MCYlFpQT#87,,
kVWli,2kr1bnr/ppp2ppp/2n5/q7/3N4/2N1B3/PPP1bPPP/R2Q1RK1 w - - 0 10,d1e2 c6d4 e3d4 d8d4,954,87,95,3195,advantage master middlegame short,https://lichess.org/bpFjY0xi#19,Scandinavian_Defense Scandinavian_Defense_Main_Line,
kVxKR,rnb4k/ppq2rpB/6Np/3P4/2P5/8/P1Q3PP/4R1K1 b - - 3 23,h8h7 g6f8 h7g8 c2h7 g8f8 h7h8,1698,75,99,1275,doubleCheck long master mate mateIn3 middlegame sacrifice,https://lichess.org/FGyvYafc/black#46,,
kXEx8,6k1/p5p1/1p5p/5p2/2Rpn2P/P2q1NP1/1P1Nr3/3Q3K w - - 4 25,c4d4 e4g3 h1g1 d3e3,2220,80,86,1291,mate mateIn2 middlegame short,https://lichess.org/6AOZ1c9O#49,,
kXFgl,6k1/6pp/2q2p2/R7/1pPb1P2/3P1PP1/2p1Q2P/7K w - - 0 34,e2c2 c6f3 c2g2 f3d1 g2f1 d1f1,1354,82,82,106,endgame long mate mateIn3,https://lichess.org/muNyWeYc#67,,
kXQoz,2r5/p1rRp1k1/1p2P1Nb/5p1P/3R2p1/2P5/PP6/5K2 b - - 1 41,g7f6 g6e7 c7d7 e6d7,2132,78,91,1624,advancedPawn crushing endgame short,https://lichess.org/jySoEdDc/black#82,,
kXfJB,Q5r1/1prk4/1B6/3p2qp/1Pp2p2/P1P2np1/6P1/3RRN1K w - - 2 33,d1d5 g5d5 a8a4 d5c6 a4d1 d7c8,2248,88,87,793,crushing defensiveMove hangingPiece long middlegame,https://lichess.org/Ylo4ggRQ#65,,
kY9Zq,rnbq3r/4nkp1/2pQp2p/4N3/pp1B4/8/PPP2PPP/R4RK1 b - - 1 17,f7f8 d6d8,1818,80,91,2413,hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/AlXMMHEa/black#34,Kings_Pawn_Game Kings_Pawn_Game_McConnell_Defense,
kZmj3,5rk1/p1R1Q1b1/6qp/6p1/8/1PN3P1/1P4PK/8 w - - 2 26,g3g4 f8e8 e7c5 g7e5,2054,74,92,1391,advantage endgame short,https://lichess.org/qywvIiZm#51,,
kaisa,8/2R5/5p2/5k2/1Rb5/2r1p3/5K2/8 w - - 0 60,f2f3 c4d5 f3e2 c3c7,2152,81,92,981,crushing discoveredAttack endgame short,https://lichess.org/ab8h6QnP#119,,
kc0fD,8/8/6pp/5k2/5P1P/4K3/8/8 w - - 2 39,e3f3 h6h5 f3g3 f5e4 g3f2 e4f4,1531,80,94,2952,crushing endgame long pawnEndgame quietMove zugzwang,https://lichess.org/rtZHLzDL#77,,
kcDPV,r1b5/p1p1q1kp/1p1pP3/4n1p1/5rP1/5P2/PPQ1B3/1K1R3R b - - 1 24,h7h6 h1h6 c8e6 h6h7 g7f8 h7e7,1951,76,87,422,advantage long middlegame skewer,https://lichess.org/H2iPkjtz/black#48,,
kckjg,8/5Qnk/4pp2/3pq3/p1nR3p/2P4P/1r3PP1/5RK1 b - - 1 35,f6f5 d4h4,904,77,98,1400,mate mateIn1 middlegame oneMove,https://lichess.org/od8mLxoq/black#70,,
kcpZz,r3k2r/p1pp2N1/1p2pn2/n1q3p1/8/P1P5/B1P2PPP/R2QR1K1 b kq - 0 16,e8f8 d1d7 f6d7 g7e6 f8e8 e6c5,2251,77,86,258,capturingDefender crushing discoveredAttack discoveredCheck exposedKing fork long middlegame sacrifice,https://lichess.org/qhPUCjwO/black#32,Owen_Defense Owen_Defense_Other_variations,
kdAae,2kr3r/2qbb1p1/3ppp2/2p5/4P1nP/1PNP1N2/1B2Q1K1/R6R b - - 0 24,g4e5 d3d4 c7b7 d4e5,2072,90,92,404,advantage middlegame short,https://lichess.org/wZiirx8C/black#48,,
kdYNa,8/1p2K1n1/2p4k/2P4P/3p1P2/6N1/8/8 w - - 2 61,e7f6 g7h5 f6e5 h5g3,1802,75,100,625,crushing endgame knightEndgame short,https://lichess.org/i3QCmJJg#121,,
kde8p,r3r1k1/5ppp/p2p4/1p3Q2/3bPP2/1P1B2P1/q6P/1R1R3K b - - 2 26,d4f6 e4e5 g7g6 f5f6,1251,76,80,727,crushing middlegame short,https://lichess.org/HpWGJvVM/black#52,,
kdxWz,6k1/pbppNr2/1pnq2nQ/5p2/2BP4/8/PPP2PP1/2K4R b - - 5 22,c6e7 h6h7 g8f8 h7f7,1669,75,98,1594,kingsideAttack mate mateIn2 middlegame pin short,https://lichess.org/zvH3vXqp/black#44,,
keD6A,4r3/pp1q1nkp/6pb/P1pN4/2N1B3/2PP2Pb/1P2Q2P/4R1K1 w - - 5 25,e2f3 d7d5 e4d5 e8e1 g1f2 e1f1 f2e2 f1f3,2049,76,91,766,advantage kingsideAttack master middlegame skewer veryLong,https://lichess.org/XqzbW8hB#49,,
kf4dI,4r1rk/ppp2pRp/7B/5N2/R7/7q/8/3Q2K1 w - - 5 27,d1d4 e8e1 g1f2 e1f1 f2e2 h3f3 e2d2 f1d1 d2c2 d1d4,2313,76,93,5805,crushing exposedKing fork middlegame pin skewer veryLong,https://lichess.org/Fx46pSEk#53,,
kfL3L,r7/pp3qpk/2n1p1rp/2Q5/3p4/P2P3P/1PP2PP1/R1B2RK1 w - - 1 21,c5h5 g6g2 g1g2 f7h5,911,78,100,580,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/oOAvsyGJ#41,,
kfNZ1,8/2p1k3/p1b2p1p/5P1P/1KP1P3/5B2/8/8 w - - 1 45,b4a5 e7d6 a5a6 d6c5 a6a7 c5c4,2234,88,90,740,bishopEndgame crushing endgame long,https://lichess.org/vTdtMNa4#89,,
kfTSk,1r4k1/1PR2pp1/2Q5/p3Pq2/1p3P1p/7P/6P1/6K1 b - - 1 35,f5f4 c7c8 g8h7 c6c2,2088,80,90,163,crushing endgame master short,https://lichess.org/g7jST8I0/black#70,,
kfoBC,r2q1rk1/pp1bbppp/1n2p3/3nN3/3P1B2/1Q1B1N2/PP3PPP/R4RK1 w - - 5 13,f4g3 d7a4 d3h7 g8h7,1302,75,81,170,crushing middlegame short,https://lichess.org/wz5wGSIQ#25,Horwitz_Defense Horwitz_Defense_Other_variations,
kgTx4,4r3/pp3pkp/2qpbnp1/2p3Q1/8/3P1NNP/PPP3P1/5R1K b - - 2 24,b7b5 g5f6 g7f6 f3d4 f6g7 d4c6,2060,75,87,112,advantage discoveredAttack discoveredCheck long middlegame sacrifice,https://lichess.org/ObuZZXQU/black#48,,
kgUeG,1r4k1/6p1/6Pp/p1P1n3/P3p3/K1P1q3/6R1/Q2R4 w - - 6 41,a1a2 g8h8 a2b3 b8b3,1657,74,88,945,crushing defensiveMove endgame pin short,https://lichess.org/CUvh5fWG#81,,
kgkAv,r1b2rk1/pp2qpbp/1n4p1/1NpQ4/4p3/4P1BP/PPP1BPP1/R3K2R w KQ - 2 14,g3d6 b6d5 d6e7 d5e7,1066,95,93,17144,advantage middlegame short,https://lichess.org/lvm9WMob#27,Indian_Defense Indian_Defense_Other_variations,
kguIy,8/5k2/p5p1/1p4K1/8/2P3P1/1P6/8 w - - 2 52,g5h6 f7f6 g3g4 a6a5 g4g5 f6f5,2101,78,89,123,crushing defensiveMove endgame long pawnEndgame quietMove,https://lichess.org/yRn02Im2#103,,
khMeA,r6r/pbppkppp/1p3n2/2b5/4P3/2N2B2/PPP2PPP/R1B2RK1 b - - 1 11,h8e8 e4e5 b7f3 e5f6,1725,75,85,767,crushing middlegame short,https://lichess.org/BJUWt6pS/black#22,Scotch_Game Scotch_Game_Other_variations,
khQp4,8/2Pk4/p2P4/1p6/4R3/2r2K2/8/8 w - - 3 61,f3e2 d7d6 c7c8r c3c8,1638,76,98,5341,crushing endgame rookEndgame short,https://lichess.org/M8R30NEb#121,,
khmVM,rn2kb1r/6p1/2p1N1P1/q2nNQ1p/p2P3P/4B3/1pP2P2/2KR3R w kq - 0 21,c1b1 d5c3 b1b2 a5b4 b2a1 b4a3,1818,77,95,7327,fork long mate mateIn3 middlegame,https://lichess.org/pYfVakIp#41,,
khrFc,8/5k2/6nB/2PpPN2/3P4/5PK1/8/r7 w - - 1 52,h6g5 a1g1 g3f2 g1g5 f5d6 f7e6,1322,79,72,194,advantage endgame long master skewer,https://lichess.org/PoByPu8M#103,,
khru4,8/7p/6p1/4KpP1/2N2P2/5k2/1p6/8 b - - 1 59,b2b1q c4d2 f3g4 d2b1,608,94,86,689,crushing endgame fork short,https://lichess.org/2o6uCxZ9/black#118,,
kj29E,5r1k/pQ4p1/3p3p/8/2B1N1bq/8/PP1n1PPP/R4K2 w - - 3 21,e4d2 h4f2,1034,78,81,208,mate mateIn1 middlegame oneMove,https://lichess.org/DJXatHpf#41,,
kjQUJ,r2q1rk1/2p2pp1/2b2b1p/3p4/1p1P1N2/8/NPPQ1PPP/2KR3R w - - 0 17,a2b4 a8a1,651,91,72,125,backRankMate mate mateIn1 middlegame oneMove,https://lichess.org/CgE0lCA9#33,Englund_Gambit_Declined Englund_Gambit_Declined_Reversed_French,
kjRos,3q2k1/1R6/1p2rpp1/2p4p/2b1pB2/7P/1Q3PPK/8 b - - 15 55,g6g5 b7b8 d8b8 f4b8,2185,78,91,1293,advantage endgame pin short,https://lichess.org/73w6F3D9/black#110,,
kjvkY,8/8/3R4/4p1pk/3pP3/1B1P1K2/1qP5/6q1 b - - 2 48,b2c3 b3f7 h5h4 d6h6,957,97,96,219,endgame mate mateIn2 short,https://lichess.org/6VM9YKpM/black#96,,
kk8AX,rnb2k1r/pp3ppp/2p5/4P3/8/2P5/P4PPP/3RKBNR b K - 0 12,c8e6 d1d8 f8e7 d8h8,824,91,90,177,crushing middlegame short skewer,https://lichess.org/RuUQs4Jf/black#24,Alekhine_Defense Alekhine_Defense_Two_Pawn_Attack,
kkUHp,1q6/8/4p1k1/3p4/3Nn3/1P1Q2p1/PB6/1K6 w - - 2 38,d3f3 e4d2 b1c2 d2f3,883,77,93,240,crushing endgame fork master short,https://lichess.org/Ezflwtec#75,,
kkbh7,1k1rr3/2p1q1pp/p7/1p5n/5P2/1BNP4/PPP2QPP/R6K b - - 8 22,h5f4 f2f4 e7e1 f4f1,1931,74,84,150,advantage hangingPiece middlegame short,https://lichess.org/OGeMS1SJ/black#44,,
kkfOv,r1b1k1r1/ppp5/2n1p3/3p1p1p/2PPn3/BP3B2/P1Q1PP1N/R4RqK w q - 8 18,f1g1 e4f2,921,77,100,134,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/N05F8drY#35,Dutch_Defense Dutch_Defense_Classical_Variation,
kktqV,5r2/3k3N/p7/1pp1n3/4P3/P3N1P1/1PP1K3/8 b - - 0 32,f8g8 h7f6 d7e6 f6g8,761,78,100,467,advantage endgame fork short,https://lichess.org/RqtWvCBL/black#64,,
kl1Po,8/1r3p1k/2p1p1pp/8/2PQ2PP/5PK1/8/2r5 b - - 2 40,b7b4 d4f4 b4c4 f4f7,2185,86,90,720,advantage endgame queenRookEndgame short,https://lichess.org/o0DRxVAF/black#80,,
klLd2,7Q/2p1k2p/3b2q1/2p5/3p2B1/5p2/PP1B1P1P/5K2 w - - 2 34,h8c8 g6d3 f1g1 d3b1 d2c1 b1c1,1990,78,91,1085,endgame fork long mate mateIn3,https://lichess.org/9iXyCHsn#67,,
klVsO,1n6/1PNk4/4p1p1/3pPp1p/3K1P1P/6P1/8/8 w - - 1 55,c7a6 b8a6 b7b8n a6b8,1097,87,94,3756,crushing endgame hangingPiece knightEndgame short,https://lichess.org/l5y4OCqX#109,,
klYIb,r1b4k/pp4qp/3p2p1/3Bnp2/4pQ2/2N5/PPP2P2/R3K1R1 w Q - 4 23,f4g5 e5f3 e1e2 f3g5,1094,80,89,192,crushing fork middlegame short,https://lichess.org/S1kW3WgJ#45,,
klckr,7k/1p3p1p/p4p1R/5bq1/P7/1P6/6PP/3Q3K w - - 0 31,d1d8 h8g7 d8f6 g5f6 h6f6 g7f6,1152,77,95,321,crushing endgame long,https://lichess.org/ggreu1HY#61,,
klcni,r1bq1b1r/pppkp1p1/3p1nBp/3PnQ2/7B/8/PPP3PP/RN2K1NR b KQ - 2 10,e7e6 f5e6,716,100,100,458,mate mateIn1 oneMove opening,https://lichess.org/ytMA0FjC/black#20,Dutch_Defense Dutch_Defense_Staunton_Gambit_Accepted,
kmCto,2r2k2/pp3p1p/4pQp1/3p4/5N2/1P3P1R/P1r2q1P/6RK b - - 0 25,c2c1 f4g6 h7g6 h3h8,2012,82,87,334,killBoxMate master mate mateIn2 middlegame pin sacrifice short,https://lichess.org/6mWbaTX3/black#50,,
kmMkH,3r2k1/p1p2pp1/4n2p/3R1N2/4P1PP/1PQ5/2P3q1/2K5 b - - 11 35,d8d5 e4d5 g2g1 c1b2,1835,79,92,1823,advantage defensiveMove endgame short,https://lichess.org/lcoJxFx4/black#70,,
kmiFy,r2qkbnr/pp2pppp/8/1P3b2/3n4/2N2N2/2PP1PPP/R1BQKB1R w KQkq - 3 9,a1a4 d4c2 d1c2 f5c2,2071,78,91,513,crushing master opening short,https://lichess.org/RZjDH4m5#17,Sicilian_Defense Sicilian_Defense_Mengarini_Variation,
knN2o,r3r1k1/1bp1qpb1/p2p4/1p1P1QPR/4P3/2N4R/PPP5/2K5 b - - 6 25,b7c8 h5h8 g7h8 f5h7 g8f8 h7h8,1649,75,88,495,deflection kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/nbJRUmI9/black#50,,
knmrr,r3kb1r/pQ1n1ppp/4p3/8/8/P1P4P/3P1PP1/RNB1q1KR w kq - 1 16,g1h2 f8d6 g2g3 e1f2 b7g2 d6g3,1364,76,96,3616,long mate mateIn3 middlegame pin,https://lichess.org/WGKhfNRD#31,Sicilian_Defense Sicilian_Defense_Wing_Gambit,
kntKD,3r1rk1/1bp1q1p1/p2b2Qp/1p1Pp3/2p1BP2/P1N1n1P1/1P2N2P/3RR1K1 b - - 4 20,e7f6 g6h7 g8f7 f4e5 d6e5 e1f1,1943,77,92,820,advantage long middlegame pin,https://lichess.org/ihSsdPKF/black#40,,
ko9ZD,6k1/2p2r2/1p1pQ1P1/3P3q/2Pb1p2/P7/6R1/4R1K1 w - - 4 42,g1f1 h5f3 g2f2 f3f2,1943,82,90,328,endgame mate mateIn2 short,https://lichess.org/u6SIuQKH#83,,
kobPm,r1b1kb1r/pp3pp1/n6q/3N4/3PpNn1/4P1P1/PP3PB1/R1BQR1K1 w kq - 3 14,g2e4 h6h2 g1f1 h2f2,1112,76,81,182,kingsideAttack mate mateIn2 opening short,https://lichess.org/k9x6pURv#27,Hungarian_Opening Hungarian_Opening_Other_variations,
krLl9,1k1rr3/pb3pp1/1p3n1p/2p1q3/4P1P1/3B1P1P/PP2Q3/1K1N2RR w - - 0 23,d1e3 f6e4 d3e4 b7e4 f3e4 e5e4 e2c2 e4e3,2278,80,81,270,advantage deflection middlegame queensideAttack veryLong,https://lichess.org/16lZiiqe#45,,
krWlR,r6k/1p1b1R2/p1pr3p/7N/4q2b/P7/1PP5/1K3RQ1 b - - 0 36,a8g8 g1g8 h8g8 f7g7 g8h8 f1f8,2161,81,91,2955,attraction exposedKing long mate mateIn3 middlegame sacrifice,https://lichess.org/WtrLNBDZ/black#72,,
krbMz,8/3Q1kp1/p4r2/P2p4/2b5/2q2P2/5K2/4R3 b - - 3 48,f7g6 e1g1 g6h7 d7g7,1708,76,85,269,endgame mate mateIn2 short,https://lichess.org/R6va4qyX/black#96,,
krgQN,8/1p3pk1/p1p3r1/P1P2p1R/1P1K1P2/8/8/8 b - - 20 47,g6h6 h5h6 g7h6 d4e5 h6g6 e5d6,1634,74,91,193,crushing endgame long rookEndgame,https://lichess.org/YvFkWM4H/black#94,,
ksYTQ,8/2kb1p2/4p3/1p1pPpq1/p1pP1n2/P1P2B2/1P3QP1/5RK1 w - - 18 36,f1d1 f4h3 g1f1 h3f2,1062,103,94,7465,crushing endgame kingsideAttack pin short,https://lichess.org/XUzI3NjJ#71,,
ksoV9,4r1k1/6pp/R2Q1p2/1p6/3P3P/8/1q3PP1/6K1 b - - 0 29,b5b4 d6d5 g8h8 a6a8 b2c1 g1h2 c1c7 g2g3,2328,85,87,496,crushing defensiveMove endgame veryLong,https://lichess.org/EYExAxjT/black#58,,
kt5lw,3r3r/pp1nk1b1/3R1n1p/1Pp2b2/P1B1pN2/8/1BP2PP1/3R2K1 b - - 8 20,d7b6 f4g6 f5g6 d6e6 e7f8 d1d8,1914,77,93,11105,advantage deflection discoveredAttack exposedKing long middlegame sacrifice,https://lichess.org/UUkSMnOO/black#40,,
ktGh9,r1b1k2r/pp3ppp/8/2b5/1n2n3/5NP1/PP2PP1P/1RBNKB1R w Kkq - 0 11,c1e3 b4c2,903,76,88,349,mate mateIn1 oneMove opening,https://lichess.org/7OgGGSOe#21,English_Opening English_Opening_Anglo-Scandinavian_Defense,
ktTwh,5r1k/1p4bp/1q1pQ3/pB1Pp3/P7/1P3pn1/2r2PPP/R2RB1K1 w - - 0 30,h2g3 f3g2 g1g2 f8f2 g2h3 f2h2 h3g4 h7h5 g4f5 h2f2 e1f2 b6f2 f5g6 f2g3,2399,103,90,1156,advancedPawn attraction crushing discoveredAttack kingsideAttack master middlegame veryLong,https://lichess.org/HiQ4jCoW#59,,
ktWtQ,r1b1k2r/ppp1qppp/3p4/4n3/2BQ4/7P/PP3PP1/RNB2RK1 w kq - 0 12,f1e1 e5f3 g2f3 e7e1 g1h2 e1c1,1390,77,93,6281,advantage discoveredAttack fork long opening,https://lichess.org/mjSjjNTS#23,Italian_Game Italian_Game_Classical_Variation,
kthAF,2krr3/1p4pp/p6n/2pqN2Q/8/8/PP3PPP/2R1R1K1 w - - 2 22,c1d1 e8e5 h5e5 d5d1 e5c5 c8b8,1931,74,87,352,advantage deflection long middlegame,https://lichess.org/ub34OZZj#43,,
ktunV,r4rk1/p4ppp/1p4n1/1Qb1q3/4N3/7P/PPP2PP1/R1B1R1K1 w - - 2 18,c1d2 c5f2 g1f2 e5b5,1402,78,88,108,advantage discoveredAttack middlegame short,https://lichess.org/7TyKXre9#35,Sicilian_Defense Sicilian_Defense_Marshall_Counterattack,
ktym6,r1bq1rk1/ppp1pp2/3p1npQ/8/3P4/5N2/PPP1PKP1/RN3B1R w - - 2 13,f3g5 f6g4 f2g1 g4h6,1005,77,77,140,advantage fork opening short,https://lichess.org/8ir5Qf7R#25,Queens_Pawn_Game Queens_Pawn_Game_Other_variations,
ktzbp,2r1k1nQ/pp1b1p2/4pBr1/1q6/4P3/8/PP3P1P/1K1R2R1 b - - 9 19,b5c4 h8g8 g6g8 g1g8,1784,75,96,1520,mate mateIn2 middlegame short xRayAttack,https://lichess.org/eWbhinNB/black#38,,
kvKvs,Q7/b4ppk/8/Pp1nq3/1P6/4P3/5PPP/R5K1 w - - 0 26,a8a7 e5a1,768,99,64,113,backRankMate endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/l1aEiTLu#51,,
kwU0X,r6r/p1b2pk1/1pP1np2/5Qp1/Pq2B2p/4B2P/1P3PP1/3RR1K1 w - - 4 28,d1d7 b4e1,714,88,88,102,hangingPiece kingsideAttack master mate mateIn1 middlegame oneMove,https://lichess.org/79Wh3Qkn#55,,
kwjkI,2kq3r/p4pb1/Np6/3p1PNn/Q3p1p1/2P5/PP2nKP1/R4R2 b - - 3 25,d8g5 a4c6 c8d8 c6d6 d8e8 a6c7,1792,74,96,11759,cornerMate exposedKing long mate mateIn3 middlegame queensideAttack,https://lichess.org/MTf3n1Zo/black#50,,
kwkW9,8/4Bpk1/p1R4p/p3p1p1/P1b1Bn2/2P4P/5PPK/1r6 b - - 2 31,c4d5 e7f6 g7g8 c6c8,1290,78,94,13427,endgame mate mateIn2 pillsburysMate short,https://lichess.org/8AjQxGvC/black#62,,
kxJtM,8/8/p2pp1k1/1p1b4/5PP1/1PP4K/P4r2/R3R3 w - - 9 35,e1f1 d5g2 h3g3 f2f1 a1f1 g2f1,1306,73,95,28090,advantage endgame fork long,https://lichess.org/uakBH1p3#69,,
